source_gene_symbol	source_gene_symbol	target_gene_symbol	value
CREG1	CREG1	PCNA	-0.180516853075
HOXA5	HOXA5	PCNA	0.577318013513
TES	TES	PCNA	-0.304920410734
CTSD	CTSD	PCNA	-0.798259342673
CAPN1	CAPN1	PCNA	-0.715005534985
TUBB6	TUBB6	PCNA	0.775394129099
FOSL1	FOSL1	PCNA	0.253693170974
RGS2	RGS2	ADO	0.0891323433981
DNAJA3	DNAJA3	ADO	-0.397335572776
SERPINE1	SERPINE1	ADO	0.0173302286521
ACLY	ACLY	ADO	0.144329503378
PCNA	PCNA	ADO	-0.182349123945
HSPB1	HSPB1	ADO	0.402756040768
LAMA3	LAMA3	ADO	-0.16959957247
SNAP25	SNAP25	ADO	-0.0999351070733
OXA1L	OXA1L	ADO	0.281787990991
CDC20	CDC20	ADO	-0.164369966027
TLR4	TLR4	ADO	0.0935603313356
MAP7	MAP7	ADO	0.155055922434
GPATCH8	GPATCH8	ADO	0.318776959194
S100A4	S100A4	ADO	0.358437989083
IFRD2	IFRD2	ADO	0.126388517769
DDIT4	DDIT4	ADO	0.377180593198
TSC22D3	TSC22D3	ADO	0.0492422796503
CREG1	CREG1	ADO	0.237584456235
HOXA5	HOXA5	ADO	-0.0602740771844
TES	TES	ADO	-0.378325762492
CTSD	CTSD	ADO	0.313967248158
CAPN1	CAPN1	ADO	0.397182883536
TUBB6	TUBB6	ADO	-0.0397373745085
FOSL1	FOSL1	ADO	0.277970760011
RGS2	RGS2	HSPB1	-0.0192006718327
DNAJA3	DNAJA3	HSPB1	-0.105584608925
SERPINE1	SERPINE1	HSPB1	-0.421804023361
ACLY	ACLY	HSPB1	0.0231324197427
PCNA	PCNA	HSPB1	-0.544031759362
ADO	ADO	HSPB1	0.402756040768
LAMA3	LAMA3	HSPB1	-0.459709126999
SNAP25	SNAP25	HSPB1	-0.173874871168
OXA1L	OXA1L	HSPB1	0.467992518227
CDC20	CDC20	HSPB1	-0.506775584991
TLR4	TLR4	HSPB1	0.132419742719
MAP7	MAP7	HSPB1	0.361873496965
GPATCH8	GPATCH8	HSPB1	0.114936824827
S100A4	S100A4	HSPB1	0.734473412986
IFRD2	IFRD2	HSPB1	-0.0195823949307
DDIT4	DDIT4	HSPB1	0.592167042028
TSC22D3	TSC22D3	HSPB1	0.436118639539
CREG1	CREG1	HSPB1	0.769744627247
HOXA5	HOXA5	HSPB1	-0.256250715731
TES	TES	HSPB1	-0.204030995916
CTSD	CTSD	HSPB1	0.708439897698
CAPN1	CAPN1	HSPB1	0.774248959805
TUBB6	TUBB6	HSPB1	-0.36485093713
FOSL1	FOSL1	HSPB1	0.0405389930145
RGS2	RGS2	LAMA3	0.294155819369
DNAJA3	DNAJA3	LAMA3	-0.254036721762
SERPINE1	SERPINE1	LAMA3	0.635683475207
ACLY	ACLY	LAMA3	0.555025384586
PCNA	PCNA	LAMA3	0.773981753636
ADO	ADO	LAMA3	-0.16959957247
HSPB1	HSPB1	LAMA3	-0.459709126999
SNAP25	SNAP25	LAMA3	0.0603885941138
OXA1L	OXA1L	LAMA3	0.166202236897
CDC20	CDC20	LAMA3	0.738519677826
TLR4	TLR4	LAMA3	-0.473031263122
MAP7	MAP7	LAMA3	-0.133221361225
GPATCH8	GPATCH8	LAMA3	0.194564263084
S100A4	S100A4	LAMA3	-0.594342863687
IFRD2	IFRD2	LAMA3	0.411001259686
DDIT4	DDIT4	LAMA3	0.0802381952132
TSC22D3	TSC22D3	LAMA3	-0.32938886132
CREG1	CREG1	LAMA3	-0.168378058556
HOXA5	HOXA5	LAMA3	0.602626254915
TES	TES	LAMA3	-0.371645608276
CTSD	CTSD	LAMA3	-0.693629041493
CAPN1	CAPN1	LAMA3	-0.604267664236
TUBB6	TUBB6	LAMA3	0.724815818605
FOSL1	FOSL1	LAMA3	0.184524945604
RGS2	RGS2	SNAP25	0.218383784403
DNAJA3	DNAJA3	SNAP25	0.107760430584
SERPINE1	SERPINE1	SNAP25	-0.22487307707
ACLY	ACLY	SNAP25	-0.192846509142
PCNA	PCNA	SNAP25	0.06508378822
ADO	ADO	SNAP25	-0.0999351070733
HSPB1	HSPB1	SNAP25	-0.173874871168
LAMA3	LAMA3	SNAP25	0.0603885941138
OXA1L	OXA1L	SNAP25	-0.259953429782
CDC20	CDC20	SNAP25	-0.0115280375616
TLR4	TLR4	SNAP25	0.302439210597
MAP7	MAP7	SNAP25	-0.158911325724
GPATCH8	GPATCH8	SNAP25	-0.021300148872
S100A4	S100A4	SNAP25	0.0418750238577
IFRD2	IFRD2	SNAP25	-0.185288391801
DDIT4	DDIT4	SNAP25	-0.237126388518
TSC22D3	TSC22D3	SNAP25	0.218460129022
CREG1	CREG1	SNAP25	0.041226094591
HOXA5	HOXA5	SNAP25	0.0362636943161
TES	TES	SNAP25	0.184677634844
CTSD	CTSD	SNAP25	-0.16761461236
CAPN1	CAPN1	SNAP25	-0.130511127228
TUBB6	TUBB6	SNAP25	-0.0845516662213
FOSL1	FOSL1	SNAP25	-0.347978776196
RGS2	RGS2	OXA1L	0.161239836623
DNAJA3	DNAJA3	OXA1L	-0.574798641066
SERPINE1	SERPINE1	OXA1L	0.20899339619
ACLY	ACLY	OXA1L	0.70817269153
PCNA	PCNA	OXA1L	0.201702485017
ADO	ADO	OXA1L	0.281787990991
HSPB1	HSPB1	OXA1L	0.467992518227
LAMA3	LAMA3	OXA1L	0.166202236897
SNAP25	SNAP25	OXA1L	-0.259953429782
CDC20	CDC20	OXA1L	0.229988166584
TLR4	TLR4	OXA1L	-0.277589036913
MAP7	MAP7	OXA1L	0.239836622514
GPATCH8	GPATCH8	OXA1L	0.109554529145
S100A4	S100A4	OXA1L	0.18937282895
IFRD2	IFRD2	OXA1L	0.528724663129
DDIT4	DDIT4	OXA1L	0.751612780089
TSC22D3	TSC22D3	OXA1L	0.0600068710158
CREG1	CREG1	OXA1L	0.528381112341
HOXA5	HOXA5	OXA1L	0.38851776921
TES	TES	OXA1L	-0.671985341833
CTSD	CTSD	OXA1L	0.0773370996679
CAPN1	CAPN1	OXA1L	0.218765507501
TUBB6	TUBB6	OXA1L	0.337710424858
FOSL1	FOSL1	OXA1L	0.472764056953
RGS2	RGS2	CDC20	0.12825896095
DNAJA3	DNAJA3	CDC20	-0.347444363858
SERPINE1	SERPINE1	CDC20	0.79295339161
ACLY	ACLY	CDC20	0.612283849296
PCNA	PCNA	CDC20	0.873993205329
ADO	ADO	CDC20	-0.164369966027
HSPB1	HSPB1	CDC20	-0.506775584991
LAMA3	LAMA3	CDC20	0.738519677826
SNAP25	SNAP25	CDC20	-0.0115280375616
OXA1L	OXA1L	CDC20	0.229988166584
TLR4	TLR4	CDC20	-0.465320456541
MAP7	MAP7	CDC20	-0.160285528877
GPATCH8	GPATCH8	CDC20	0.0500820704661
S100A4	S100A4	CDC20	-0.670382104821
IFRD2	IFRD2	CDC20	0.54239035004
DDIT4	DDIT4	CDC20	0.148528457457
TSC22D3	TSC22D3	CDC20	-0.482994235981
CREG1	CREG1	CDC20	-0.14593274039
HOXA5	HOXA5	CDC20	0.582967515364
TES	TES	CDC20	-0.340420658854
CTSD	CTSD	CDC20	-0.785166240409
CAPN1	CAPN1	CDC20	-0.661373439707
TUBB6	TUBB6	CDC20	0.817956254533
FOSL1	FOSL1	CDC20	0.388212390732
RGS2	RGS2	TLR4	-0.159102187273
DNAJA3	DNAJA3	TLR4	0.167271061572
SERPINE1	SERPINE1	TLR4	-0.433675611711
ACLY	ACLY	TLR4	-0.64690613429
PCNA	PCNA	TLR4	-0.477955491087
ADO	ADO	TLR4	0.0935603313356
HSPB1	HSPB1	TLR4	0.132419742719
LAMA3	LAMA3	TLR4	-0.473031263122
SNAP25	SNAP25	TLR4	0.302439210597
OXA1L	OXA1L	TLR4	-0.277589036913
CDC20	CDC20	TLR4	-0.465320456541
MAP7	MAP7	TLR4	-0.163530175211
GPATCH8	GPATCH8	TLR4	-0.237355422377
S100A4	S100A4	TLR4	0.286979425125
IFRD2	IFRD2	TLR4	-0.361797152346
DDIT4	DDIT4	TLR4	-0.19124327213
TSC22D3	TSC22D3	TLR4	0.18532656411
CREG1	CREG1	TLR4	0.00683284345536
HOXA5	HOXA5	TLR4	-0.450814978814
TES	TES	TLR4	0.282322403329
CTSD	CTSD	TLR4	0.347520708478
CAPN1	CAPN1	TLR4	0.26632820552
TUBB6	TUBB6	TLR4	-0.479558728099
FOSL1	FOSL1	TLR4	-0.28991869298
RGS2	RGS2	MAP7	0.149330075963
DNAJA3	DNAJA3	MAP7	-0.229453754247
SERPINE1	SERPINE1	MAP7	-0.269954574951
ACLY	ACLY	MAP7	0.229682788106
PCNA	PCNA	MAP7	-0.200404626484
ADO	ADO	MAP7	0.155055922434
HSPB1	HSPB1	MAP7	0.361873496965
LAMA3	LAMA3	MAP7	-0.133221361225
SNAP25	SNAP25	MAP7	-0.158911325724
OXA1L	OXA1L	MAP7	0.239836622514
CDC20	CDC20	MAP7	-0.160285528877
TLR4	TLR4	MAP7	-0.163530175211
GPATCH8	GPATCH8	MAP7	0.151238691453
S100A4	S100A4	MAP7	0.455166622132
IFRD2	IFRD2	MAP7	0.0261862045272
DDIT4	DDIT4	MAP7	0.358857884491
TSC22D3	TSC22D3	MAP7	0.288888040615
CREG1	CREG1	MAP7	0.349620185517
HOXA5	HOXA5	MAP7	-0.0363400389358
TES	TES	MAP7	-0.140626789327
CTSD	CTSD	MAP7	0.29782036111
CAPN1	CAPN1	MAP7	0.348704050082
TUBB6	TUBB6	MAP7	-0.143031644845
FOSL1	FOSL1	MAP7	0.0149253731343
RGS2	RGS2	GPATCH8	0.0872619002176
DNAJA3	DNAJA3	GPATCH8	-0.111844867733
SERPINE1	SERPINE1	GPATCH8	0.115585754094
ACLY	ACLY	GPATCH8	0.198610527923
PCNA	PCNA	GPATCH8	0.116043821812
ADO	ADO	GPATCH8	0.318776959194
HSPB1	HSPB1	GPATCH8	0.114936824827
LAMA3	LAMA3	GPATCH8	0.194564263084
SNAP25	SNAP25	GPATCH8	-0.021300148872
OXA1L	OXA1L	GPATCH8	0.109554529145
CDC20	CDC20	GPATCH8	0.0500820704661
TLR4	TLR4	GPATCH8	-0.237355422377
MAP7	MAP7	GPATCH8	0.151238691453
S100A4	S100A4	GPATCH8	0.00549681261213
IFRD2	IFRD2	GPATCH8	0.211512768638
DDIT4	DDIT4	GPATCH8	0.115242203306
TSC22D3	TSC22D3	GPATCH8	-0.0702752223537
CREG1	CREG1	GPATCH8	0.157422605642
HOXA5	HOXA5	GPATCH8	0.0916135435355
TES	TES	GPATCH8	-0.295224644043
CTSD	CTSD	GPATCH8	0.0213383211818
CAPN1	CAPN1	GPATCH8	0.019124327213
TUBB6	TUBB6	GPATCH8	0.135091804405
FOSL1	FOSL1	GPATCH8	0.241134481047
RGS2	RGS2	S100A4	0.158186051838
DNAJA3	DNAJA3	S100A4	-0.0164140932168
SERPINE1	SERPINE1	S100A4	-0.720769553766
ACLY	ACLY	S100A4	-0.166545787686
PCNA	PCNA	S100A4	-0.657365347177
ADO	ADO	S100A4	0.358437989083
HSPB1	HSPB1	S100A4	0.734473412986
LAMA3	LAMA3	S100A4	-0.594342863687
SNAP25	SNAP25	S100A4	0.0418750238577
OXA1L	OXA1L	S100A4	0.18937282895
CDC20	CDC20	S100A4	-0.670382104821
TLR4	TLR4	S100A4	0.286979425125
MAP7	MAP7	S100A4	0.455166622132
GPATCH8	GPATCH8	S100A4	0.00549681261213
IFRD2	IFRD2	S100A4	-0.290109554529
DDIT4	DDIT4	S100A4	0.324884528763
TSC22D3	TSC22D3	S100A4	0.674657403519
CREG1	CREG1	S100A4	0.633431308929
HOXA5	HOXA5	S100A4	-0.261862045272
TES	TES	S100A4	-0.0673741268084
CTSD	CTSD	S100A4	0.683169828606
CAPN1	CAPN1	S100A4	0.734816963774
TUBB6	TUBB6	S100A4	-0.545253273276
FOSL1	FOSL1	S100A4	-0.24067641333
RGS2	RGS2	IFRD2	0.111195938466
DNAJA3	DNAJA3	IFRD2	-0.390655418559
SERPINE1	SERPINE1	IFRD2	0.503721800206
ACLY	ACLY	IFRD2	0.620910791312
PCNA	PCNA	IFRD2	0.47532160171
ADO	ADO	IFRD2	0.126388517769
HSPB1	HSPB1	IFRD2	-0.0195823949307
LAMA3	LAMA3	IFRD2	0.411001259686
SNAP25	SNAP25	IFRD2	-0.185288391801
OXA1L	OXA1L	IFRD2	0.528724663129
CDC20	CDC20	IFRD2	0.54239035004
TLR4	TLR4	IFRD2	-0.361797152346
MAP7	MAP7	IFRD2	0.0261862045272
GPATCH8	GPATCH8	IFRD2	0.211512768638
S100A4	S100A4	IFRD2	-0.290109554529
DDIT4	DDIT4	IFRD2	0.333778676948
TSC22D3	TSC22D3	IFRD2	-0.252280795511
CREG1	CREG1	IFRD2	0.089743100355
HOXA5	HOXA5	IFRD2	0.355269687369
TES	TES	IFRD2	-0.565446425163
CTSD	CTSD	IFRD2	-0.321830743978
CAPN1	CAPN1	IFRD2	-0.141084857045
TUBB6	TUBB6	IFRD2	0.541550559224
FOSL1	FOSL1	IFRD2	0.570141619269
RGS2	RGS2	DDIT4	0.210749322442
DNAJA3	DNAJA3	DDIT4	-0.46157957018
SERPINE1	SERPINE1	DDIT4	0.0136656869107
ACLY	ACLY	DDIT4	0.539031186777
PCNA	PCNA	DDIT4	0.0877581402451
ADO	ADO	DDIT4	0.377180593198
HSPB1	HSPB1	DDIT4	0.592167042028
LAMA3	LAMA3	DDIT4	0.0802381952132
SNAP25	SNAP25	DDIT4	-0.237126388518
OXA1L	OXA1L	DDIT4	0.751612780089
CDC20	CDC20	DDIT4	0.148528457457
TLR4	TLR4	DDIT4	-0.19124327213
MAP7	MAP7	DDIT4	0.358857884491
GPATCH8	GPATCH8	DDIT4	0.115242203306
S100A4	S100A4	DDIT4	0.324884528763
IFRD2	IFRD2	DDIT4	0.333778676948
TSC22D3	TSC22D3	DDIT4	0.194258884605
CREG1	CREG1	DDIT4	0.644310417223
HOXA5	HOXA5	DDIT4	0.263808833072
TES	TES	DDIT4	-0.587510020231
CTSD	CTSD	DDIT4	0.193800816887
CAPN1	CAPN1	DDIT4	0.342863686682
TUBB6	TUBB6	DDIT4	0.236553803871
FOSL1	FOSL1	DDIT4	0.242966751918
RGS2	RGS2	TSC22D3	0.43004924228
DNAJA3	DNAJA3	TSC22D3	0.00526777875329
SERPINE1	SERPINE1	TSC22D3	-0.736763751575
ACLY	ACLY	TSC22D3	-0.148604802077
PCNA	PCNA	TSC22D3	-0.384471504371
ADO	ADO	TSC22D3	0.0492422796503
HSPB1	HSPB1	TSC22D3	0.436118639539
LAMA3	LAMA3	TSC22D3	-0.32938886132
SNAP25	SNAP25	TSC22D3	0.218460129022
OXA1L	OXA1L	TSC22D3	0.0600068710158
CDC20	CDC20	TSC22D3	-0.482994235981
TLR4	TLR4	TSC22D3	0.18532656411
MAP7	MAP7	TSC22D3	0.288888040615
GPATCH8	GPATCH8	TSC22D3	-0.0702752223537
S100A4	S100A4	TSC22D3	0.674657403519
IFRD2	IFRD2	TSC22D3	-0.252280795511
DDIT4	DDIT4	TSC22D3	0.194258884605
CREG1	CREG1	TSC22D3	0.482688857503
HOXA5	HOXA5	TSC22D3	-0.0525632706035
TES	TES	TSC22D3	-0.0221017673779
CTSD	CTSD	TSC22D3	0.340535175783
CAPN1	CAPN1	TSC22D3	0.419857235561
TUBB6	TUBB6	TSC22D3	-0.417566896973
FOSL1	FOSL1	TSC22D3	-0.577737908921
RGS2	RGS2	CREG1	0.158491430316
DNAJA3	DNAJA3	CREG1	-0.273657289003
SERPINE1	SERPINE1	CREG1	-0.303546207581
ACLY	ACLY	CREG1	0.226934381799
PCNA	PCNA	CREG1	-0.180516853075
ADO	ADO	CREG1	0.237584456235
HSPB1	HSPB1	CREG1	0.769744627247
LAMA3	LAMA3	CREG1	-0.168378058556
SNAP25	SNAP25	CREG1	0.041226094591
OXA1L	OXA1L	CREG1	0.528381112341
CDC20	CDC20	CREG1	-0.14593274039
TLR4	TLR4	CREG1	0.00683284345536
MAP7	MAP7	CREG1	0.349620185517
GPATCH8	GPATCH8	CREG1	0.157422605642
S100A4	S100A4	CREG1	0.633431308929
IFRD2	IFRD2	CREG1	0.089743100355
DDIT4	DDIT4	CREG1	0.644310417223
TSC22D3	TSC22D3	CREG1	0.482688857503
HOXA5	HOXA5	CREG1	-0.0183227087071
TES	TES	CREG1	-0.326869488873
CTSD	CTSD	CREG1	0.284307363439
CAPN1	CAPN1	CREG1	0.520555788831
TUBB6	TUBB6	CREG1	-0.0712295300989
FOSL1	FOSL1	CREG1	0.00813070198878
RGS2	RGS2	HOXA5	0.455357483681
DNAJA3	DNAJA3	HOXA5	-0.348055120815
SERPINE1	SERPINE1	HOXA5	0.414894835286
ACLY	ACLY	HOXA5	0.614345154025
PCNA	PCNA	HOXA5	0.577318013513
ADO	ADO	HOXA5	-0.0602740771844
HSPB1	HSPB1	HOXA5	-0.256250715731
LAMA3	LAMA3	HOXA5	0.602626254915
SNAP25	SNAP25	HOXA5	0.0362636943161
OXA1L	OXA1L	HOXA5	0.38851776921
CDC20	CDC20	HOXA5	0.582967515364
TLR4	TLR4	HOXA5	-0.450814978814
MAP7	MAP7	HOXA5	-0.0363400389358
GPATCH8	GPATCH8	HOXA5	0.0916135435355
S100A4	S100A4	HOXA5	-0.261862045272
IFRD2	IFRD2	HOXA5	0.355269687369
DDIT4	DDIT4	HOXA5	0.263808833072
TSC22D3	TSC22D3	HOXA5	-0.0525632706035
CREG1	CREG1	HOXA5	-0.0183227087071
TES	TES	HOXA5	-0.519525136466
CTSD	CTSD	HOXA5	-0.484521128373
CAPN1	CAPN1	HOXA5	-0.355575065847
TUBB6	TUBB6	HOXA5	0.515440699317
FOSL1	FOSL1	HOXA5	0.128602511738
RGS2	RGS2	TES	-0.274611596748
DNAJA3	DNAJA3	TES	0.547123716456
SERPINE1	SERPINE1	TES	-0.30572202924
ACLY	ACLY	TES	-0.675573538955
PCNA	PCNA	TES	-0.304920410734
ADO	ADO	TES	-0.378325762492
HSPB1	HSPB1	TES	-0.204030995916
LAMA3	LAMA3	TES	-0.371645608276
SNAP25	SNAP25	TES	0.184677634844
OXA1L	OXA1L	TES	-0.671985341833
CDC20	CDC20	TES	-0.340420658854
TLR4	TLR4	TES	0.282322403329
MAP7	MAP7	TES	-0.140626789327
GPATCH8	GPATCH8	TES	-0.295224644043
S100A4	S100A4	TES	-0.0673741268084
IFRD2	IFRD2	TES	-0.565446425163
DDIT4	DDIT4	TES	-0.587510020231
TSC22D3	TSC22D3	TES	-0.0221017673779
CREG1	CREG1	TES	-0.326869488873
HOXA5	HOXA5	TES	-0.519525136466
CTSD	CTSD	TES	0.115318547925
CAPN1	CAPN1	TES	0.0141619269382
TUBB6	TUBB6	TES	-0.494140550445
FOSL1	FOSL1	TES	-0.416383555369
RGS2	RGS2	CTSD	-0.195823949307
DNAJA3	DNAJA3	CTSD	0.18925831202
SERPINE1	SERPINE1	CTSD	-0.563156086575
ACLY	ACLY	CTSD	-0.316639309845
PCNA	PCNA	CTSD	-0.798259342673
ADO	ADO	CTSD	0.313967248158
HSPB1	HSPB1	CTSD	0.708439897698
LAMA3	LAMA3	CTSD	-0.693629041493
SNAP25	SNAP25	CTSD	-0.16761461236
OXA1L	OXA1L	CTSD	0.0773370996679
CDC20	CDC20	CTSD	-0.785166240409
TLR4	TLR4	CTSD	0.347520708478
MAP7	MAP7	CTSD	0.29782036111
GPATCH8	GPATCH8	CTSD	0.0213383211818
S100A4	S100A4	CTSD	0.683169828606
IFRD2	IFRD2	CTSD	-0.321830743978
DDIT4	DDIT4	CTSD	0.193800816887
TSC22D3	TSC22D3	CTSD	0.340535175783
CREG1	CREG1	CTSD	0.284307363439
HOXA5	HOXA5	CTSD	-0.484521128373
TES	TES	CTSD	0.115318547925
CAPN1	CAPN1	CTSD	0.761690269878
TUBB6	TUBB6	CTSD	-0.695537656984
FOSL1	FOSL1	CTSD	-0.0704660839027
RGS2	RGS2	CAPN1	-0.0246211398252
DNAJA3	DNAJA3	CAPN1	-0.0284383708058
SERPINE1	SERPINE1	CAPN1	-0.545864030232
ACLY	ACLY	CAPN1	-0.16967591709
PCNA	PCNA	CAPN1	-0.715005534985
ADO	ADO	CAPN1	0.397182883536
HSPB1	HSPB1	CAPN1	0.774248959805
LAMA3	LAMA3	CAPN1	-0.604267664236
SNAP25	SNAP25	CAPN1	-0.130511127228
OXA1L	OXA1L	CAPN1	0.218765507501
CDC20	CDC20	CAPN1	-0.661373439707
TLR4	TLR4	CAPN1	0.26632820552
MAP7	MAP7	CAPN1	0.348704050082
GPATCH8	GPATCH8	CAPN1	0.019124327213
S100A4	S100A4	CAPN1	0.734816963774
IFRD2	IFRD2	CAPN1	-0.141084857045
DDIT4	DDIT4	CAPN1	0.342863686682
TSC22D3	TSC22D3	CAPN1	0.419857235561
CREG1	CREG1	CAPN1	0.520555788831
HOXA5	HOXA5	CAPN1	-0.355575065847
TES	TES	CAPN1	0.0141619269382
CTSD	CTSD	CAPN1	0.761690269878
TUBB6	TUBB6	CAPN1	-0.51879986258
FOSL1	FOSL1	CAPN1	-0.0290491277627
RGS2	RGS2	TUBB6	0.115662098714
DNAJA3	DNAJA3	TUBB6	-0.338092147956
SERPINE1	SERPINE1	TUBB6	0.663511089056
ACLY	ACLY	TUBB6	0.608275756766
PCNA	PCNA	TUBB6	0.775394129099
ADO	ADO	TUBB6	-0.0397373745085
HSPB1	HSPB1	TUBB6	-0.36485093713
LAMA3	LAMA3	TUBB6	0.724815818605
SNAP25	SNAP25	TUBB6	-0.0845516662213
OXA1L	OXA1L	TUBB6	0.337710424858
CDC20	CDC20	TUBB6	0.817956254533
TLR4	TLR4	TUBB6	-0.479558728099
MAP7	MAP7	TUBB6	-0.143031644845
GPATCH8	GPATCH8	TUBB6	0.135091804405
S100A4	S100A4	TUBB6	-0.545253273276
IFRD2	IFRD2	TUBB6	0.541550559224
DDIT4	DDIT4	TUBB6	0.236553803871
TSC22D3	TSC22D3	TUBB6	-0.417566896973
CREG1	CREG1	TUBB6	-0.0712295300989
